ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
pay_o-990944,2023-10-07 13:23:43+00:00,pay order,['o-990944'],,"['i-883722', 'i-883723']","['iPad mini', 'iPhone X']",,
reminder_o-990951_229,2023-10-07 13:26:25+00:00,payment reminder,['o-990951'],,"['i-883745', 'i-883746']","['iPhone 11 Pro', 'Kindle Paperwhite']",,
deliver_p-660526,2023-10-07 14:39:58+00:00,package delivered,,,"['i-883778', 'i-883637', 'i-883801', 'i-883847', 'i-883856', 'i-883846', 'i-883858', 'i-883580']","['Echo Studio', 'iPhone X', 'iPad Air', 'iPhone 8', 'Echo Show 5', 'Echo Dot', 'MacBook Pro', 'iPad']",['Majid Rafiei'],['p-660526']
out_of_stock_i-883865,2023-10-07 16:39:42+00:00,item out of stock,,,['i-883865'],['Echo Show 8'],['Christopher Schwanen'],
send_p-660531,2023-10-07 17:18:48+00:00,send package,,,"['i-883881', 'i-883878', 'i-883906', 'i-883905', 'i-883880', 'i-883606']","['Echo', 'iPhone X', 'iPhone X', 'iPhone 11 Pro', 'iPhone X', 'iPhone 11']","['Viki Peeva', 'Detlef Wetzeler']",['p-660531']
pay_o-990939,2023-10-07 17:19:06+00:00,pay order,['o-990939'],,"['i-883708', 'i-883709', 'i-883710', 'i-883711']","['Echo Studio', 'MacBook Pro', 'Echo Show 5', 'Echo']",,
confirm_o-991002,2023-10-07 18:45:46+00:00,confirm order,['o-991002'],['Mediterranea Luxury Cruises S.p.A.'],"['i-883940', 'i-883941', 'i-883942']","['iPad Air', 'MacBook Air', 'Fire Stick 4K']",['Wil van der Aalst'],
pick_i-883941,2023-10-07 19:35:46+00:00,pick item,,,['i-883941'],['MacBook Air'],['Mahsa Bafrani'],
pay_o-990913,2023-10-07 20:07:21+00:00,pay order,['o-990913'],,['i-883620'],['Fire Stick 4K'],,
pick_i-883915,2023-10-07 20:12:48+00:00,pick item,,,['i-883915'],['Fire Stick'],['Detlef Wetzeler'],
reorder_i-883723,2023-10-07 20:20:23+00:00,reorder item,,,['i-883723'],['iPhone X'],['Leah Tacke genannt Unterberg'],
confirm_o-991003,2023-10-07 20:35:05+00:00,confirm order,['o-991003'],['Riviera Robotics SAS'],['i-883943'],['Echo Show 5'],['Istvan Koren'],
pay_o-990941,2023-10-07 20:40:40+00:00,pay order,['o-990941'],,"['i-883713', 'i-883714', 'i-883715', 'i-883716']","['Echo Dot', 'iPhone 8', 'iPad', 'Echo Show 8']",,
reminder_o-990903_230,2023-10-07 21:16:40+00:00,payment reminder,['o-990903'],,"['i-883585', 'i-883586']","['Kindle', 'iPhone 8']",,
pick_i-883943,2023-10-07 21:25:05+00:00,pick item,,,['i-883943'],['Echo Show 5'],['Nina Graves'],
place_o-991011,2023-10-07 22:35:35+00:00,place order,['o-991011'],['Danube Pharmaceuticals BV'],"['i-883971', 'i-883972', 'i-883973']","['Kindle', 'iPhone 11', 'Echo Show 8']",,
confirm_o-991004,2023-10-07 22:44:56+00:00,confirm order,['o-991004'],['Balkan Minerals d.o.o.'],"['i-883944', 'i-883945', 'i-883946', 'i-883947', 'i-883948', 'i-883949']","['iPad Air', 'MacBook Pro', 'Echo Show 8', 'iPhone 11', 'iPad mini', 'Echo Show 8']",['Christine von Dobbert'],
pay_o-990912,2023-10-07 23:57:55+00:00,pay order,['o-990912'],,"['i-883618', 'i-883619']","['MacBook Air', 'MacBook Pro']",,
confirm_o-991005,2023-10-08 00:04:37+00:00,confirm order,['o-991005'],['Iberian Sun Solaridades SA'],"['i-883950', 'i-883951', 'i-883952', 'i-883953']","['iPad', 'iPad', 'Echo Studio', 'Kindle Paperwhite']",['Christine von Dobbert'],
pick_i-883908,2023-10-08 00:52:01+00:00,pick item,,,['i-883908'],['Echo Plus'],['Detlef Wetzeler'],
create_p-660532,2023-10-08 00:54:37+00:00,create package,,,"['i-883826', 'i-883825', 'i-883668', 'i-883937', 'i-883827']","['Echo Studio', 'Echo Show 5', 'iPad Air', 'iPad Air', 'MacBook Pro']",['Detlef Wetzeler'],['p-660532']
pick_i-883951,2023-10-08 00:54:37+00:00,pick item,,,['i-883951'],['iPad'],['Leah Tacke genannt Unterberg'],
reorder_i-883736,2023-10-08 00:57:53+00:00,reorder item,,,['i-883736'],['iPhone 11 Pro'],['Nina Graves'],
pay_o-990861,2023-10-08 01:03:53+00:00,pay order,['o-990861'],,"['i-883420', 'i-883421', 'i-883422', 'i-883423', 'i-883424']","['iPhone 11 Pro', 'Echo Plus', 'Echo Studio', 'MacBook Air', 'Echo Studio']",,
confirm_o-991006,2023-10-08 01:44:00+00:00,confirm order,['o-991006'],['Nordica Systems GmbH'],"['i-883954', 'i-883955', 'i-883956', 'i-883957', 'i-883958', 'i-883959']","['Kindle', 'Kindle Paperwhite', 'iPhone 11 Pro', 'Kindle Paperwhite', 'Echo Plus', 'Echo Show 8']",['Wil van der Aalst'],
deliver_p-660527,2023-10-08 01:46:38+00:00,package delivered,,,"['i-883836', 'i-883837', 'i-883834', 'i-883838', 'i-883835', 'i-883559']","['Kindle', 'iPad Air', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite', 'MacBook Pro']",['Majid Rafiei'],['p-660527']
reorder_i-883797,2023-10-08 01:46:40+00:00,reorder item,,,['i-883797'],['iPhone 11'],['Leah Tacke genannt Unterberg'],
pay_o-990838,2023-10-08 02:13:48+00:00,pay order,['o-990838'],,"['i-883331', 'i-883332', 'i-883333', 'i-883334']","['Echo Dot', 'Fire Stick 4K', 'iPad Air', 'Echo Studio']",,
pick_i-883955,2023-10-08 02:34:00+00:00,pick item,,,['i-883955'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pay_o-990946,2023-10-08 02:36:44+00:00,pay order,['o-990946'],,"['i-883728', 'i-883729']","['Echo', 'Kindle Paperwhite']",,
pick_i-883935,2023-10-08 02:50:22+00:00,pick item,,,['i-883935'],['MacBook Pro'],['Mahsa Bafrani'],
pick_i-883913,2023-10-08 02:52:48+00:00,pick item,,,['i-883913'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
confirm_o-991007,2023-10-08 03:02:46+00:00,confirm order,['o-991007'],['Iberian Sun Solaridades SA'],['i-883960'],['Fire Stick 4K'],['Christine von Dobbert'],
reorder_i-883741,2023-10-08 03:12:30+00:00,reorder item,,,['i-883741'],['Echo Plus'],['Christopher Schwanen'],
create_p-660533,2023-10-08 03:16:08+00:00,create package,,,"['i-883951', 'i-883626']","['iPad', 'Echo Studio']",['Detlef Wetzeler'],['p-660533']
pick_i-883933,2023-10-08 03:16:08+00:00,pick item,,,['i-883933'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-883931,2023-10-08 03:16:08+00:00,pick item,,,['i-883931'],['iPad Air'],['Marco Pegoraro'],
pick_i-883921,2023-10-08 04:37:01+00:00,pick item,,,['i-883921'],['iPhone 11'],['Mahsa Bafrani'],
confirm_o-991008,2023-10-08 04:40:17+00:00,confirm order,['o-991008'],['Baltic Wave Energies Ltd.'],"['i-883961', 'i-883962']","['Echo', 'Echo Plus']",['Wil van der Aalst'],
out_of_stock_i-883815,2023-10-08 05:18:00+00:00,item out of stock,,,['i-883815'],['Kindle'],['Detlef Wetzeler'],
reminder_o-990898_231,2023-10-08 05:18:06+00:00,payment reminder,['o-990898'],,"['i-883568', 'i-883569', 'i-883570']","['MacBook Pro', 'Echo Show 5', 'iPhone X']",,
create_p-660534,2023-10-08 05:30:17+00:00,create package,,,"['i-883861', 'i-883868', 'i-883869', 'i-883860', 'i-883870', 'i-883961', 'i-883862']","['Fire Stick 4K', 'MacBook Air', 'iPad mini', 'Echo Show 5', 'Kindle', 'Echo', 'Fire Stick 4K']",['Detlef Wetzeler'],['p-660534']
pick_i-883961,2023-10-08 05:30:17+00:00,pick item,,,['i-883961'],['Echo'],['Leah Tacke genannt Unterberg'],
send_p-660532,2023-10-08 05:54:37+00:00,send package,,,"['i-883826', 'i-883825', 'i-883668', 'i-883937', 'i-883827']","['Echo Studio', 'Echo Show 5', 'iPad Air', 'iPad Air', 'MacBook Pro']","['Gyunam Park', 'Nina Graves']",['p-660532']
reorder_i-883719,2023-10-08 07:09:26+00:00,reorder item,,,['i-883719'],['Kindle'],['Nina Graves'],
confirm_o-991009,2023-10-08 07:10:23+00:00,confirm order,['o-991009'],['Iberian Sun Solaridades SA'],"['i-883963', 'i-883964', 'i-883965', 'i-883966', 'i-883967', 'i-883968']","['iPad Pro', 'iPhone 11 Pro', 'Echo Dot', 'Echo Show 5', 'Echo Show 8', 'iPad mini']",['Christine von Dobbert'],
pick_i-883934,2023-10-08 07:42:48+00:00,pick item,,,['i-883934'],['iPhone 8'],['Mahsa Bafrani'],
pick_i-883967,2023-10-08 08:00:23+00:00,pick item,,,['i-883967'],['Echo Show 8'],['Mahsa Bafrani'],
send_p-660533,2023-10-08 08:16:08+00:00,send package,,,"['i-883951', 'i-883626']","['iPad', 'Echo Studio']","['Eduardo Goulart Rocha', 'Mahsa Bafrani']",['p-660533']
pick_i-883945,2023-10-08 08:28:16+00:00,pick item,,,['i-883945'],['MacBook Pro'],['Nina Graves'],
pick_i-883946,2023-10-08 08:28:16+00:00,pick item,,,['i-883946'],['Echo Show 8'],['Christopher Schwanen'],
pay_o-990961,2023-10-08 08:45:50+00:00,pay order,['o-990961'],,"['i-883779', 'i-883780', 'i-883781', 'i-883782', 'i-883783', 'i-883784', 'i-883785']","['iPhone 11 Pro', 'iPad Air', 'Echo Plus', 'Echo Plus', 'Echo Dot', 'Echo Show 8', 'Fire Stick']",,
deliver_p-660528,2023-10-08 09:24:45+00:00,package delivered,,,"['i-883645', 'i-883587', 'i-883854', 'i-883855', 'i-883853', 'i-883594']","['iPad Pro', 'iPhone X', 'iPad', 'iPhone X', 'Echo Dot', 'Echo Show 8']",['Viki Peeva'],['p-660528']
deliver_p-660520,2023-10-08 10:10:03+00:00,package delivered,,,"['i-883765', 'i-883782', 'i-883784', 'i-883780', 'i-883783', 'i-883785', 'i-883812', 'i-883814', 'i-883813', 'i-883603']","['Kindle Paperwhite', 'Echo Plus', 'Echo Show 8', 'iPad Air', 'Echo Dot', 'Fire Stick', 'Echo Dot', 'Fire Stick', 'Echo Dot', 'iPhone X']",['Majid Rafiei'],['p-660520']
confirm_o-991010,2023-10-08 10:26:34+00:00,confirm order,['o-991010'],['Pantheon Art Gallery Kft.'],"['i-883969', 'i-883970']","['Kindle Paperwhite', 'Echo Dot']",['Istvan Koren'],
send_p-660534,2023-10-08 10:30:17+00:00,send package,,,"['i-883861', 'i-883868', 'i-883869', 'i-883860', 'i-883870', 'i-883961', 'i-883862']","['Fire Stick 4K', 'MacBook Air', 'iPad mini', 'Echo Show 5', 'Kindle', 'Echo', 'Fire Stick 4K']","['Viki Peeva', 'Marco Pegoraro']",['p-660534']
out_of_stock_i-883816,2023-10-08 11:05:28+00:00,item out of stock,,,['i-883816'],['iPad'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-883819,2023-10-08 11:05:28+00:00,item out of stock,,,['i-883819'],['Echo Show 8'],['Mahsa Bafrani'],
pick_i-883956,2023-10-08 11:27:20+00:00,pick item,,,['i-883956'],['iPhone 11 Pro'],['Benedikt Knopp'],
pick_i-883958,2023-10-08 11:27:20+00:00,pick item,,,['i-883958'],['Echo Plus'],['Detlef Wetzeler'],
pay_o-990963,2023-10-08 12:07:37+00:00,pay order,['o-990963'],,"['i-883792', 'i-883793', 'i-883794']","['Kindle', 'Echo Show 8', 'Kindle Paperwhite']",,
create_p-660535,2023-10-08 12:10:17+00:00,create package,,,"['i-883876', 'i-883875', 'i-883914', 'i-883927', 'i-883926', 'i-883915', 'i-883913', 'i-883877']","['Echo Studio', 'iPad Air', 'Kindle Paperwhite', 'Echo Studio', 'Echo', 'Fire Stick', 'MacBook Air', 'iPad']",['Marco Pegoraro'],['p-660535']
pick_i-883962,2023-10-08 12:10:17+00:00,pick item,,,['i-883962'],['Echo Plus'],['Marco Pegoraro'],
pick_i-883936,2023-10-08 12:23:35+00:00,pick item,,,['i-883936'],['Echo Plus'],['Nina Graves'],
pick_i-883964,2023-10-08 12:27:03+00:00,pick item,,,['i-883964'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-883822,2023-10-08 12:39:01+00:00,item out of stock,,,['i-883822'],['Echo Studio'],['Christopher Schwanen'],
out_of_stock_i-883874,2023-10-08 13:43:15+00:00,item out of stock,,,['i-883874'],['iPad'],['Marco Pegoraro'],
pick_i-883653,2023-10-08 13:56:40+00:00,pick item,,,['i-883653'],['Kindle'],['Mahsa Bafrani'],
pay_o-990952,2023-10-08 14:42:06+00:00,pay order,['o-990952'],,"['i-883747', 'i-883748', 'i-883749']","['Fire Stick 4K', 'Echo Plus', 'Kindle']",,
pick_i-883969,2023-10-08 15:43:14+00:00,pick item,,,['i-883969'],['Kindle Paperwhite'],['Benedikt Knopp'],
pay_o-990956,2023-10-08 16:49:36+00:00,pay order,['o-990956'],,"['i-883760', 'i-883761', 'i-883762', 'i-883763', 'i-883764']","['Fire Stick 4K', 'iPad Pro', 'MacBook Pro', 'Echo Show 8', 'MacBook Pro']",,
out_of_stock_i-883829,2023-10-08 17:00:22+00:00,item out of stock,,,['i-883829'],['iPhone 11 Pro'],['Benedikt Knopp'],
send_p-660535,2023-10-08 17:10:17+00:00,send package,,,"['i-883876', 'i-883875', 'i-883914', 'i-883927', 'i-883926', 'i-883915', 'i-883913', 'i-883877']","['Echo Studio', 'iPad Air', 'Kindle Paperwhite', 'Echo Studio', 'Echo', 'Fire Stick', 'MacBook Air', 'iPad']","['Yisong Zhang', 'Benedikt Knopp']",['p-660535']
reorder_i-883755,2023-10-08 17:56:53+00:00,reorder item,,,['i-883755'],['Echo Show 8'],['Nina Graves'],
reminder_o-990897_232,2023-10-08 20:07:47+00:00,payment reminder,['o-990897'],,"['i-883562', 'i-883563', 'i-883564', 'i-883565', 'i-883566', 'i-883567']","['iPhone 8', 'Fire Stick', 'Echo Studio', 'Echo Show 5', 'iPhone 11', 'iPhone X']",,
fail_p-660529_135,2023-10-08 20:10:21+00:00,failed delivery,,,"['i-883832', 'i-883831']","['iPad Pro', 'Kindle']",['Gyunam Park'],['p-660529']
pay_o-990945,2023-10-08 20:26:34+00:00,pay order,['o-990945'],,"['i-883724', 'i-883725', 'i-883726', 'i-883727']","['iPhone 8', 'Fire Stick 4K', 'iPhone X', 'iPhone X']",,
pay_o-990921,2023-10-08 21:38:15+00:00,pay order,['o-990921'],,['i-883641'],['iPad Pro'],,
pay_o-990949,2023-10-08 22:17:12+00:00,pay order,['o-990949'],,"['i-883737', 'i-883738']","['MacBook Air', 'Echo Studio']",,
place_o-991012,2023-10-08 22:25:02+00:00,place order,['o-991012'],['Nordica Systems GmbH'],"['i-883974', 'i-883975', 'i-883976']","['Echo Dot', 'Fire Stick 4K', 'Echo Dot']",,
pick_i-883947,2023-10-09 00:01:36+00:00,pick item,,,['i-883947'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-883944,2023-10-09 00:01:36+00:00,pick item,,,['i-883944'],['iPad Air'],['Mahsa Bafrani'],
pick_i-883949,2023-10-09 00:01:36+00:00,pick item,,,['i-883949'],['Echo Show 8'],['Benedikt Knopp'],
create_p-660536,2023-10-09 01:21:17+00:00,create package,,,"['i-883873', 'i-883852']","['iPhone 11', 'iPhone 11']",['Marco Pegoraro'],['p-660536']
pick_i-883953,2023-10-09 01:21:17+00:00,pick item,,,['i-883953'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pay_o-990942,2023-10-09 02:36:06+00:00,pay order,['o-990942'],,"['i-883717', 'i-883718', 'i-883719', 'i-883720']","['iPad Pro', 'MacBook Pro', 'Kindle', 'iPhone 11 Pro']",,
deliver_p-660531,2023-10-09 02:38:48+00:00,package delivered,,,"['i-883881', 'i-883878', 'i-883906', 'i-883905', 'i-883880', 'i-883606']","['Echo', 'iPhone X', 'iPhone X', 'iPhone 11 Pro', 'iPhone X', 'iPhone 11']",['Viki Peeva'],['p-660531']
reorder_i-883779,2023-10-09 02:49:10+00:00,reorder item,,,['i-883779'],['iPhone 11 Pro'],['Marco Pegoraro'],
fail_p-660530_136,2023-10-09 02:52:57+00:00,failed delivery,,,"['i-883844', 'i-883839', 'i-883818', 'i-883830', 'i-883843', 'i-883842', 'i-883845', 'i-883840', 'i-883678', 'i-883841']","['iPad mini', 'Fire Stick 4K', 'Kindle', 'Fire Stick', 'iPhone X', 'Kindle Paperwhite', 'Fire Stick 4K', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K']",['Viki Peeva'],['p-660530']
pick_i-883954,2023-10-09 03:00:40+00:00,pick item,,,['i-883954'],['Kindle'],['Marco Pegoraro'],
out_of_stock_i-883903,2023-10-09 03:04:08+00:00,item out of stock,,,['i-883903'],['Echo Plus'],['Leah Tacke genannt Unterberg'],
pay_o-990759,2023-10-09 03:09:13+00:00,pay order,['o-990759'],,"['i-883028', 'i-883029']","['iPhone 11 Pro', 'iPad Air']",,
pay_o-990933,2023-10-09 04:00:10+00:00,pay order,['o-990933'],,"['i-883680', 'i-883681', 'i-883682', 'i-883683', 'i-883684', 'i-883685', 'i-883686', 'i-883687', 'i-883688', 'i-883689']","['Echo Show 5', 'iPad', 'iPhone X', 'iPhone 11', 'iPad Pro', 'MacBook Pro', 'MacBook Pro', 'Kindle Paperwhite', 'Echo Plus', 'iPad Air']",,
pay_o-990943,2023-10-09 04:53:37+00:00,pay order,['o-990943'],,['i-883721'],['Echo Plus'],,
create_p-660537,2023-10-09 06:17:35+00:00,create package,,,"['i-883884', 'i-883883', 'i-883887', 'i-883886', 'i-883757', 'i-883945', 'i-883946', 'i-883947', 'i-883944', 'i-883949', 'i-883885']","['Echo Show 5', 'iPad Air', 'Echo Show 5', 'Kindle', 'iPhone 11 Pro', 'MacBook Pro', 'Echo Show 8', 'iPhone 11', 'iPad Air', 'Echo Show 8', 'iPad mini']",['Christopher Schwanen'],['p-660537']
pick_i-883772,2023-10-09 06:17:35+00:00,pick item,,,['i-883772'],['MacBook Pro'],['Benedikt Knopp'],
pay_o-990815,2023-10-09 06:19:12+00:00,pay order,['o-990815'],,"['i-883236', 'i-883237', 'i-883238']","['iPhone 11', 'Echo Dot', 'iPhone 11']",,
send_p-660536,2023-10-09 06:21:17+00:00,send package,,,"['i-883873', 'i-883852']","['iPhone 11', 'iPhone 11']","['Eduardo Goulart Rocha', 'Eduardo Goulart Rocha']",['p-660536']
pick_i-883759,2023-10-09 07:10:45+00:00,pick item,,,['i-883759'],['MacBook Air'],['Marco Pegoraro'],
pick_i-883970,2023-10-09 07:16:34+00:00,pick item,,,['i-883970'],['Echo Dot'],['Nina Graves'],
pay_o-990935,2023-10-09 07:44:56+00:00,pay order,['o-990935'],,"['i-883692', 'i-883693', 'i-883694']","['Echo Studio', 'iPad mini', 'iPad Air']",,
pick_i-883965,2023-10-09 08:27:03+00:00,pick item,,,['i-883965'],['Echo Dot'],['Detlef Wetzeler'],
pick_i-883968,2023-10-09 08:27:03+00:00,pick item,,,['i-883968'],['iPad mini'],['Leah Tacke genannt Unterberg'],
reminder_o-990849_233,2023-10-09 08:35:25+00:00,payment reminder,['o-990849'],,"['i-883371', 'i-883372', 'i-883373', 'i-883374', 'i-883375', 'i-883376', 'i-883377', 'i-883378']","['Echo Plus', 'Echo Show 5', 'Echo Show 8', 'iPhone 11', 'Echo Show 5', 'MacBook Pro', 'Echo Plus', 'Kindle Paperwhite']",,
out_of_stock_i-883857,2023-10-09 08:57:28+00:00,item out of stock,,,['i-883857'],['iPad Pro'],['Christopher Schwanen'],
confirm_o-991011,2023-10-09 09:18:55+00:00,confirm order,['o-991011'],['Danube Pharmaceuticals BV'],"['i-883971', 'i-883972', 'i-883973']","['Kindle', 'iPhone 11', 'Echo Show 8']",['Christine von Dobbert'],
place_o-991013,2023-10-09 09:20:32+00:00,place order,['o-991013'],['Pantheon Art Gallery Kft.'],"['i-883977', 'i-883978', 'i-883979', 'i-883980', 'i-883981', 'i-883982']","['iPhone X', 'Kindle Paperwhite', 'iPad', 'iPad Pro', 'Echo Show 5', 'MacBook Air']",,
place_o-991014,2023-10-09 10:59:10+00:00,place order,['o-991014'],['Danube Pharmaceuticals BV'],"['i-883983', 'i-883984', 'i-883985', 'i-883986', 'i-883987', 'i-883988']","['Echo', 'Echo Show 8', 'Echo Studio', 'MacBook Pro', 'iPad Air', 'Echo Show 8']",,
send_p-660537,2023-10-09 11:17:35+00:00,send package,,,"['i-883884', 'i-883883', 'i-883887', 'i-883886', 'i-883757', 'i-883945', 'i-883946', 'i-883947', 'i-883944', 'i-883949', 'i-883885']","['Echo Show 5', 'iPad Air', 'Echo Show 5', 'Kindle', 'iPhone 11 Pro', 'MacBook Pro', 'Echo Show 8', 'iPhone 11', 'iPad Air', 'Echo Show 8', 'iPad mini']","['Alessandro Berti', 'Marco Pegoraro']",['p-660537']
pick_i-883971,2023-10-09 12:22:15+00:00,pick item,,,['i-883971'],['Kindle'],['Detlef Wetzeler'],
place_o-991015,2023-10-09 13:16:25+00:00,place order,['o-991015'],['Balkan Minerals d.o.o.'],"['i-883989', 'i-883990', 'i-883991', 'i-883992']","['Fire Stick', 'iPad mini', 'Echo', 'Kindle Paperwhite']",,
pick_i-883726,2023-10-09 13:23:14+00:00,pick item,,,['i-883726'],['iPhone X'],['Nina Graves'],
pick_i-883689,2023-10-09 14:00:10+00:00,pick item,,,['i-883689'],['iPad Air'],['Mahsa Bafrani'],
reorder_i-883721,2023-10-09 14:36:57+00:00,reorder item,,,['i-883721'],['Echo Plus'],['Benedikt Knopp'],
place_o-991016,2023-10-09 14:50:56+00:00,place order,['o-991016'],['Golden Fleece Textiles S.A.R.L.'],"['i-883993', 'i-883994', 'i-883995', 'i-883996']","['iPhone 11 Pro', 'Echo Plus', 'Fire Stick 4K', 'iPhone 8']",,
pick_i-883737,2023-10-09 15:13:52+00:00,pick item,,,['i-883737'],['MacBook Air'],['Detlef Wetzeler'],
deliver_p-660532,2023-10-09 15:14:37+00:00,package delivered,,,"['i-883826', 'i-883825', 'i-883668', 'i-883937', 'i-883827']","['Echo Studio', 'Echo Show 5', 'iPad Air', 'iPad Air', 'MacBook Pro']",['Gyunam Park'],['p-660532']
pick_i-883705,2023-10-09 16:23:38+00:00,pick item,,,['i-883705'],['Fire Stick'],['Christopher Schwanen'],
reminder_o-990916_234,2023-10-09 16:34:06+00:00,payment reminder,['o-990916'],,"['i-883627', 'i-883628']","['Echo Plus', 'Echo Show 8']",,
out_of_stock_i-883910,2023-10-09 16:35:21+00:00,item out of stock,,,['i-883910'],['Kindle Paperwhite'],['Christopher Schwanen'],
place_o-991017,2023-10-09 16:59:57+00:00,place order,['o-991017'],['Danube Pharmaceuticals BV'],['i-883997'],['MacBook Pro'],,
place_o-991018,2023-10-09 19:18:00+00:00,place order,['o-991018'],['Vesta Fashion House GmbH'],"['i-883998', 'i-883999']","['MacBook Pro', 'Kindle Paperwhite']",,
deliver_p-660534,2023-10-09 19:50:17+00:00,package delivered,,,"['i-883861', 'i-883868', 'i-883869', 'i-883860', 'i-883870', 'i-883961', 'i-883862']","['Fire Stick 4K', 'MacBook Air', 'iPad mini', 'Echo Show 5', 'Kindle', 'Echo', 'Fire Stick 4K']",['Viki Peeva'],['p-660534']
out_of_stock_i-883920,2023-10-09 20:20:21+00:00,item out of stock,,,['i-883920'],['iPhone X'],['Detlef Wetzeler'],
pay_o-990926,2023-10-09 20:48:06+00:00,pay order,['o-990926'],,"['i-883655', 'i-883656', 'i-883657', 'i-883658']","['Echo Plus', 'Echo Dot', 'MacBook Air', 'Fire Stick 4K']",,
place_o-991019,2023-10-09 22:12:11+00:00,place order,['o-991019'],['Carpathian Financial Services plc'],"['i-884000', 'i-884001', 'i-884002']","['iPhone X', 'iPhone X', 'iPad']",,
out_of_stock_i-883929,2023-10-09 23:45:41+00:00,item out of stock,,,['i-883929'],['iPad Pro'],['Nina Graves'],
pay_o-990848,2023-10-10 00:43:40+00:00,pay order,['o-990848'],,"['i-883367', 'i-883368', 'i-883369', 'i-883370']","['iPad Pro', 'Echo', 'iPad Pro', 'Kindle']",,
create_p-660538,2023-10-10 01:00:00+00:00,create package,,,"['i-883894', 'i-883900', 'i-883899', 'i-883902', 'i-883898', 'i-883901', 'i-883896']","['Echo Plus', 'iPhone 11 Pro', 'iPad Air', 'MacBook Pro', 'iPhone 11 Pro', 'Kindle Paperwhite', 'Echo Studio']",['Leah Tacke genannt Unterberg'],['p-660538']
pick_i-883792,2023-10-10 01:04:17+00:00,pick item,,,['i-883792'],['Kindle'],['Detlef Wetzeler'],
fail_p-660533_137,2023-10-10 01:56:08+00:00,failed delivery,,,"['i-883951', 'i-883626']","['iPad', 'Echo Studio']",['Eduardo Goulart Rocha'],['p-660533']
deliver_p-660535,2023-10-10 02:30:17+00:00,package delivered,,,"['i-883876', 'i-883875', 'i-883914', 'i-883927', 'i-883926', 'i-883915', 'i-883913', 'i-883877']","['Echo Studio', 'iPad Air', 'Kindle Paperwhite', 'Echo Studio', 'Echo', 'Fire Stick', 'MacBook Air', 'iPad']",['Yisong Zhang'],['p-660535']
